client_id,clnt_age,clnt_tenure_yr,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,tenure_segment,age_segment,bal_category
7431159,63,16,M,2,153688.76,6,9,long_tenure,old,alto
7431511,75,9,M,2,213088.67,1,4,new,old,alto
7431514,50,7,U,2,366900.22,0,3,new,middle,alto
7431680,47,5,F,2,56695.85,2,5,new,middle,medio
7431735,85,4,F,2,30800.01,6,9,new,old,bajo
7431756,20,6,U,2,40165.57,0,3,new,young,medio
7431834,53,22,M,3,145004.62,6,9,long_tenure,middle,alto
7432524,62,20,M,2,33180.72,2,5,long_tenure,old,bajo
7432600,27,5,U,2,27186.06,0,3,new,young,bajo
7433082,59,13,M,2,214359.8,1,4,long_tenure,middle,alto
7433366,28,8,M,2,27120.38,0,3,new,young,bajo
7433467,51,5,U,2,34203.79,3,6,new,middle,bajo
7433598,32,6,U,2,43400.22,6,9,new,young,medio
7433855,29,4,U,2,27646.85,0,3,new,young,bajo
7433902,43,15,F,2,346483.2,6,9,long_tenure,middle,alto
7434001,50,6,U,2,31782.89,3,6,new,middle,bajo
7434363,27,5,F,2,49336.24,3,6,new,young,medio
7434562,74,10,F,2,25963.06,2,6,long_tenure,old,bajo
7434743,30,7,U,2,67485.56,6,9,new,young,medio
7434986,35,3,U,2,116445.61,6,9,new,middle,medio
7435030,63,28,M,5,32061.04,3,6,long_tenure,old,bajo
7435132,54,14,F,3,60073.64,3,6,long_tenure,middle,medio
7435434,65,7,F,2,214386.26,3,6,new,old,alto
7435580,84,28,F,2,51709.66,3,7,long_tenure,old,medio
7435708,43,5,U,3,514593.29,2,5,new,middle,alto
7435991,34,14,F,2,33306.57,0,3,long_tenure,middle,bajo
7436486,55,7,U,2,65042.65,3,6,new,middle,medio
7436791,53,20,M,2,32324.58,0,3,long_tenure,middle,bajo
7436933,58,31,M,2,631537.54,5,8,long_tenure,middle,alto
7437226,30,6,U,4,197929.85,3,6,new,young,alto
7437227,28,14,M,3,28860.1,5,8,long_tenure,young,bajo
7437418,65,5,M,2,264030.98,5,8,new,old,alto
7437867,50,13,F,2,35959.63,0,3,long_tenure,middle,bajo
7438065,80,17,F,2,44079.13,2,5,long_tenure,old,medio
7438702,50,6,U,2,80688.68,4,7,new,middle,medio
7438919,41,8,M,2,136516.77000000002,4,7,new,middle,medio
7439363,44,33,M,2,48914.99,6,9,long_tenure,middle,medio
7439475,50,21,M,3,433735.96,6,9,long_tenure,middle,alto
7439738,68,8,M,2,51945.75,0,3,new,old,medio
7439765,50,18,U,2,64300.7,2,5,long_tenure,middle,medio
7439988,61,21,F,2,60729.02,6,9,long_tenure,old,medio
7440286,31,20,F,2,31943.89,6,9,long_tenure,young,bajo
7440378,50,6,U,3,75806.7,6,9,new,middle,medio
7440442,51,26,M,3,912919.95,6,9,long_tenure,middle,alto
7440572,43,10,M,4,227341.02,6,9,long_tenure,middle,alto
7440894,48,9,M,3,214187.72,6,9,new,middle,alto
7441156,35,5,U,3,78547.84,1,4,new,middle,medio
7441341,78,7,U,3,130004.93,6,9,new,old,medio
7441620,73,17,F,2,115734.89,3,6,long_tenure,old,medio
7441896,36,12,M,2,64796.35,1,4,long_tenure,middle,medio
7442439,58,21,M,3,94623.64,5,8,long_tenure,middle,medio
7442839,42,19,F,2,75496.13,0,3,long_tenure,middle,medio
7443055,49,12,F,2,155572.77000000002,0,3,long_tenure,middle,alto
7443147,60,5,U,2,34475.34,1,4,new,old,bajo
7443220,64,6,U,2,58134.06,0,3,new,old,medio
7443644,48,12,F,2,95253.94,6,9,long_tenure,middle,medio
7443838,18,4,U,2,33314.42,4,7,new,young,bajo
7444175,68,20,F,2,84682.61,2,5,long_tenure,old,medio
7444188,73,16,M,2,1233200.2,6,9,long_tenure,old,alto
7444718,62,7,U,2,29552.32,3,6,new,old,bajo
7444846,65,11,F,2,31873.11,2,5,long_tenure,old,bajo
7444896,66,5,U,4,597000.91,4,7,new,old,alto
7445170,58,9,M,2,85795.57,1,4,new,middle,medio
7445327,29,14,M,5,119938.57,6,9,long_tenure,young,medio
7445362,46,16,M,2,192551.05,5,8,long_tenure,middle,alto
7446375,51,14,F,2,326884.66,2,5,long_tenure,middle,alto
7446763,32,14,F,2,27188.12,1,4,long_tenure,young,bajo
7446797,57,5,F,2,61468.26,1,4,new,middle,medio
7447069,51,6,U,2,134579.89,1,4,new,middle,medio
7447604,59,4,U,2,28300.94,4,7,new,middle,bajo
7447840,64,7,U,3,87034.33,4,7,new,old,medio
7447954,63,16,F,2,830018.3,6,9,long_tenure,old,alto
7448032,25,4,U,3,43533.77,6,9,new,young,medio
7448214,52,4,M,2,157703.65000000002,4,7,new,middle,alto
7448490,22,6,F,2,25589.01,1,4,new,young,bajo
7448539,44,20,M,2,130720.82,4,8,long_tenure,middle,medio
7448926,30,7,U,2,30367.17,1,4,new,young,bajo
7448941,54,6,F,2,41972.21,1,4,new,middle,medio
7449052,33,13,M,3,807115.99,6,9,long_tenure,middle,alto
7449101,32,9,F,3,55731.25,5,8,new,young,medio
7449128,32,15,F,3,66205.59,3,7,long_tenure,young,medio
7449202,68,15,M,2,69954.88,5,8,long_tenure,old,medio
7449386,47,17,M,2,66894.95999999999,6,9,long_tenure,middle,medio
7449461,44,14,F,2,40909.64,3,6,long_tenure,middle,medio
7450096,57,13,F,2,37768.68,0,3,long_tenure,middle,medio
7450119,34,8,M,3,70477.69,6,9,new,middle,medio
7450269,43,14,F,2,509353.22,2,5,long_tenure,middle,alto
7450422,28,16,F,2,34129.899999999994,4,7,long_tenure,young,bajo
7450502,36,12,F,3,57962.38,2,5,long_tenure,middle,medio
7451070,27,6,U,2,25208.56,1,4,new,young,bajo
7451462,60,5,U,3,257636.26,4,7,new,old,alto
7451835,75,7,U,2,58765.7,6,9,new,old,medio
7451853,61,21,F,2,43196.17,5,8,long_tenure,old,medio
7451917,44,15,M,2,148166.22,2,5,long_tenure,middle,alto
7452055,32,5,F,3,147322.22999999998,3,6,new,young,alto
7452449,68,23,F,3,131965.16,4,7,long_tenure,old,medio
7452889,20,7,U,2,32586.93,2,5,new,young,bajo
7453085,20,15,M,2,28480.2,6,9,long_tenure,young,bajo
7453240,44,5,F,2,38436.18,2,5,new,middle,medio
7453339,48,12,F,2,119049.17,6,9,long_tenure,middle,medio
7453419,35,9,M,2,47618.75,1,4,new,middle,medio
7453529,62,6,M,3,193844.04,6,9,new,old,alto
7453646,46,30,M,2,100299.21,6,9,long_tenure,middle,medio
7454446,59,14,M,2,26967.95,2,6,long_tenure,middle,bajo
7454631,55,28,F,2,100095.43,0,3,long_tenure,middle,medio
7454658,32,15,F,2,113455.75,3,6,long_tenure,young,medio
7454759,25,12,F,2,28589.84,2,5,long_tenure,young,bajo
7455554,48,15,F,2,286906.23,6,9,long_tenure,middle,alto
7455684,39,6,U,2,74106.62,2,5,new,middle,medio
7455799,24,6,U,2,28690.99,1,4,new,young,bajo
7456028,27,7,U,2,61720.64,2,5,new,young,medio
7456717,60,4,F,2,50295.33,2,5,new,old,medio
7457586,89,8,U,2,37572.19,0,3,new,old,medio
7458004,39,14,F,3,86568.95,6,9,long_tenure,middle,medio
7458552,67,6,U,3,261295.59000000003,6,9,new,old,alto
7458629,46,8,F,2,129018.59,3,6,new,middle,medio
7458635,26,7,U,3,158434.49,6,9,new,young,alto
7458927,65,6,U,2,48162.1,6,9,new,old,medio
7458984,88,4,U,2,261127.38,1,4,new,old,alto
7459131,59,15,F,3,40984.59,1,4,long_tenure,middle,medio
7459283,49,13,M,2,70956.33,4,7,long_tenure,middle,medio
7459485,35,14,F,3,109227.14,3,6,long_tenure,middle,medio
7459993,72,33,M,3,72632.85,5,8,long_tenure,old,medio
7460065,66,22,F,3,67117.22,2,5,long_tenure,old,medio
7460130,69,19,F,2,349835.43,3,6,long_tenure,old,alto
7460136,48,15,U,2,41883.44,5,8,long_tenure,middle,medio
7460344,50,10,M,2,42220.17,3,7,long_tenure,middle,medio
7460349,52,21,F,3,525599.27,5,8,long_tenure,middle,alto
7460419,29,11,M,2,40543.0,6,9,long_tenure,young,medio
7460812,71,8,M,2,64149.1,3,6,new,old,medio
7461354,39,15,M,2,31000.78,0,3,long_tenure,middle,bajo
7461510,54,17,F,2,298261.59,1,4,long_tenure,middle,alto
7461823,61,13,M,2,102574.06,5,8,long_tenure,old,medio
7462194,72,17,F,2,61202.44,2,5,long_tenure,old,medio
7462323,53,7,U,2,210560.3,2,5,new,middle,alto
7462324,40,9,F,2,24960.64,1,4,new,middle,bajo
7462350,65,15,F,2,32528.86,0,3,long_tenure,old,bajo
7462909,66,12,F,2,65971.89,2,5,long_tenure,old,medio
7463154,25,4,U,2,44522.42,4,7,new,young,medio
7463451,39,7,U,2,552800.68,3,6,new,middle,alto
7463647,48,5,U,3,86451.26,2,5,new,middle,medio
7463739,30,6,U,3,61651.74,6,9,new,young,medio
7463905,38,7,U,3,48720.44,5,8,new,middle,medio
7464120,56,5,U,2,63764.43,5,8,new,middle,medio
7464247,71,19,F,2,159993.12,2,5,long_tenure,old,alto
7464268,28,7,U,3,60634.96,4,7,new,young,medio
7464330,19,6,U,2,44098.84,3,6,new,young,medio
7464456,63,8,M,2,351811.22,6,9,new,old,alto
7464571,49,5,U,3,60449.54,2,5,new,middle,medio
7464807,67,23,M,2,39160.3,1,4,long_tenure,old,medio
7464811,69,23,M,3,468524.65,5,8,long_tenure,old,alto
7465057,54,30,U,4,156852.93,5,9,long_tenure,middle,alto
7465113,57,3,U,2,37916.22,6,9,new,middle,medio
7465124,60,18,M,2,295558.29,2,5,long_tenure,old,alto
7465149,75,8,F,2,99991.04,1,4,new,old,medio
7465225,65,23,F,2,1057694.92,0,3,long_tenure,old,alto
7465287,36,16,F,2,182246.94,6,9,long_tenure,middle,alto
7465318,71,22,M,3,307371.99,4,7,long_tenure,old,alto
7465348,25,4,M,2,31734.17,5,8,new,young,bajo
7465457,26,8,U,2,42519.08,0,3,new,young,medio
7465976,39,11,F,2,339413.16,0,3,long_tenure,middle,alto
7466392,46,21,M,3,96743.08,4,7,long_tenure,middle,medio
7466698,49,11,F,2,48308.71,6,9,long_tenure,middle,medio
7467039,63,6,U,2,57190.09,0,3,new,old,medio
7467270,75,26,M,2,338464.51,2,9,long_tenure,old,alto
7467389,66,13,F,2,146579.36,6,9,long_tenure,old,alto
7467558,65,11,M,2,171025.96000000002,2,5,long_tenure,old,alto
7468005,37,6,U,2,26527.04,5,8,new,middle,bajo
7468048,68,7,U,2,37786.06,6,9,new,old,medio
7468065,25,4,U,2,30684.16,3,6,new,young,bajo
7468099,37,21,F,5,559280.13,6,9,long_tenure,middle,alto
7468112,65,27,M,2,270569.35,6,9,long_tenure,old,alto
7468138,61,18,F,3,209278.15,0,3,long_tenure,old,alto
7468293,52,27,F,2,48291.05,0,3,long_tenure,middle,medio
7468377,63,9,F,3,145642.28999999998,6,9,new,old,alto
7468402,58,23,F,2,48953.84,3,6,long_tenure,middle,medio
7468471,34,10,M,2,118451.29,2,5,long_tenure,middle,medio
7468519,53,4,U,2,53426.64,6,9,new,middle,medio
7468751,25,7,U,2,34314.32,4,7,new,young,bajo
7468818,24,8,U,2,78577.06,6,9,new,young,medio
7469730,32,15,F,3,148305.19,6,9,long_tenure,young,alto
7469760,72,4,U,3,68354.73999999999,6,9,new,old,medio
7469877,61,12,M,2,28853.26,0,3,long_tenure,old,bajo
7469891,30,14,M,2,26374.31,1,4,long_tenure,young,bajo
7470213,46,17,F,2,216840.87,6,9,long_tenure,middle,alto
7470426,20,4,U,2,37362.57,0,3,new,young,bajo
7470480,90,23,M,2,95997.32,3,6,long_tenure,old,medio
7470491,26,14,F,2,81600.22,0,3,long_tenure,young,medio
7470775,68,6,M,2,269318.57,6,9,new,old,alto
7471029,28,5,U,2,90011.33,6,9,new,young,medio
7471592,24,6,M,2,62584.04,6,9,new,young,medio
7471769,48,19,M,2,276391.58,0,3,long_tenure,middle,alto
7471901,65,15,M,2,76188.03,6,9,long_tenure,old,medio
7472061,28,10,F,2,110057.4,3,6,long_tenure,young,medio
7472328,64,13,M,2,64052.59,6,9,long_tenure,old,medio
7472781,30,6,U,2,58135.78,5,8,new,young,medio
7473225,57,8,U,2,242564.81,6,9,new,middle,alto
7473284,25,12,M,2,34831.259999999995,2,5,long_tenure,young,bajo
7473321,34,10,F,2,82405.98,6,9,long_tenure,middle,medio
7474175,39,15,M,2,225710.37,1,4,long_tenure,middle,alto
7474303,59,8,U,2,31331.44,2,5,new,middle,bajo
7474459,39,5,U,2,39489.9,2,5,new,middle,medio
7474517,52,6,U,2,53993.47,4,7,new,middle,medio
7474741,75,24,F,2,79816.13,1,6,long_tenure,old,medio
7474982,58,26,F,3,280931.32,5,8,long_tenure,middle,alto
7475044,50,11,M,2,189675.96,3,6,long_tenure,middle,alto
7475284,30,5,U,2,50564.82,6,9,new,young,medio
7475365,60,6,M,2,27503.5,4,7,new,old,bajo
7475446,57,7,U,2,84064.78,0,3,new,middle,medio
7475482,79,17,F,2,125082.54,0,3,long_tenure,old,medio
7475602,57,16,M,2,343078.24,2,5,long_tenure,middle,alto
7475772,53,24,F,3,139160.16,6,9,long_tenure,middle,alto
7475920,34,12,F,2,132550.46,1,4,long_tenure,middle,medio
7476003,42,13,M,3,337420.97,3,6,long_tenure,middle,alto
7476055,65,5,U,2,42797.53999999999,1,4,new,old,medio
7476303,27,25,F,3,50157.6,6,9,long_tenure,young,medio
7476602,58,17,F,4,64023.21,4,7,long_tenure,middle,medio
7476680,43,13,F,2,104316.55,2,5,long_tenure,middle,medio
7477039,47,6,M,2,107751.68,2,5,new,middle,medio
7477079,76,23,M,2,118381.49,6,9,long_tenure,old,medio
7477560,29,4,U,2,27619.37,4,7,new,young,bajo
7477624,64,5,U,2,25725.24,3,6,new,old,bajo
7477632,68,5,U,2,541705.43,4,8,new,old,alto
7477767,73,15,F,2,23793.49,0,3,long_tenure,old,bajo
7477915,26,6,U,2,67947.76999999999,6,9,new,young,medio
7477929,61,29,M,3,159585.86,3,6,long_tenure,old,alto
7477946,66,21,F,3,90507.5,0,3,long_tenure,old,medio
7478327,63,19,F,3,137823.72999999998,6,9,long_tenure,old,medio
7478542,41,11,M,2,77395.04999999999,0,3,long_tenure,middle,medio
7478657,31,6,U,3,40093.56,6,9,new,young,medio
7478940,42,13,M,2,44442.44,0,3,long_tenure,middle,medio
7479028,24,4,U,2,57127.52,2,5,new,young,medio
7479054,64,4,F,3,534647.16,5,8,new,old,alto
7479485,60,7,U,4,2816799.03,6,9,new,old,alto
7479495,57,6,U,2,158158.72999999998,4,7,new,middle,alto
7479669,75,23,M,3,73945.5,4,7,long_tenure,old,medio
7479732,67,14,F,2,80856.58,6,9,long_tenure,old,medio
7480080,25,6,U,2,40976.98,3,6,new,young,medio
7480585,67,23,F,3,382936.3,3,8,long_tenure,old,alto
7480994,67,13,F,3,440047.56,4,7,long_tenure,old,alto
7481204,41,19,F,2,36582.68,1,4,long_tenure,middle,bajo
7481357,25,5,U,3,60499.47,6,9,new,young,medio
7481862,56,13,M,2,26874.22,6,9,long_tenure,middle,bajo
7481982,31,5,U,2,50742.4,1,4,new,young,medio
7482120,54,11,M,2,167404.21000000002,0,3,long_tenure,middle,alto
7482600,57,5,U,2,61316.66,3,6,new,middle,medio
7483042,31,13,U,4,109912.72,6,9,long_tenure,young,medio
7483085,38,16,M,2,157696.40999999997,6,9,long_tenure,middle,alto
7483235,37,6,U,2,27011.82,1,4,new,middle,bajo
7483773,50,14,F,2,47605.13,6,9,long_tenure,middle,medio
7483802,54,7,U,3,151364.91999999998,5,8,new,middle,alto
7483839,56,22,M,3,338755.93,6,9,long_tenure,middle,alto
7484102,59,21,F,2,205515.03,5,8,long_tenure,middle,alto
7484370,45,5,U,2,137811.74,2,5,new,middle,medio
7484550,59,5,U,2,62106.51,1,4,new,middle,medio
7484562,29,9,M,3,77064.03,3,7,new,young,medio
7485024,29,4,U,2,39152.61,2,5,new,young,medio
7485074,59,5,U,2,41679.75,0,3,new,middle,medio
7485600,42,15,M,2,110843.16,1,4,long_tenure,middle,medio
7485632,44,9,F,2,139509.61,2,5,new,middle,alto
7485730,66,12,M,2,47446.92999999999,2,5,long_tenure,old,medio
7485810,64,20,M,3,1194247.66,6,9,long_tenure,old,alto
7485830,46,17,F,2,29354.03,0,3,long_tenure,middle,bajo
7485852,44,9,M,2,51120.32,2,5,new,middle,medio
7485900,30,6,U,3,65652.20999999999,2,5,new,young,medio
7486015,51,9,F,2,53775.02,0,3,new,middle,medio
7486083,49,7,U,2,880869.03,6,9,new,middle,alto
7486231,36,16,M,3,120926.64,6,9,long_tenure,middle,medio
7486423,52,17,M,2,27667.41,4,7,long_tenure,middle,bajo
7487053,52,27,M,3,1176274.37,6,9,long_tenure,middle,alto
7487230,29,21,F,2,27098.97,1,4,long_tenure,young,bajo
7487235,48,21,M,3,699669.8500000001,6,9,long_tenure,middle,alto
7487434,59,11,M,2,403205.56,1,4,long_tenure,middle,alto
7487451,49,13,F,2,66148.59,4,7,long_tenure,middle,medio
7488351,57,21,M,2,65857.65,3,6,long_tenure,middle,medio
7488361,52,15,M,2,400685.35,2,5,long_tenure,middle,alto
7489127,23,6,U,2,25197.01,6,9,new,young,bajo
7489433,38,14,F,2,103297.98,0,3,long_tenure,middle,medio
7489736,31,12,M,3,60102.84,6,9,long_tenure,young,medio
7489755,46,23,M,3,153916.05,6,9,long_tenure,middle,alto
7490213,57,13,F,2,57782.36,1,4,long_tenure,middle,medio
7490372,69,21,F,2,59490.79,1,4,long_tenure,old,medio
7490608,60,23,F,2,89774.86,2,5,long_tenure,old,medio
7491018,19,4,U,2,43702.42,3,6,new,young,medio
7491100,42,10,F,2,33888.38,0,3,long_tenure,middle,bajo
7491468,37,13,M,2,43971.57,1,4,long_tenure,middle,medio
7492322,33,22,M,3,72448.85,4,7,long_tenure,middle,medio
7492583,39,10,M,2,54706.92,6,9,long_tenure,middle,medio
7492799,63,6,F,2,72596.15,5,8,new,old,medio
7492872,29,5,U,2,27459.6,6,9,new,young,bajo
7492898,37,15,M,3,250172.11,2,5,long_tenure,middle,alto
7493041,40,15,M,2,30746.18,1,4,long_tenure,middle,bajo
7493592,52,15,M,2,70849.57,3,6,long_tenure,middle,medio
7493759,49,8,F,2,81821.98,2,5,new,middle,medio
7493843,60,31,M,3,1771579.7,6,9,long_tenure,old,alto
7494174,24,8,F,2,28546.36,6,9,new,young,bajo
7494176,71,28,F,2,58093.48,3,6,long_tenure,old,medio
7494242,24,6,U,3,119412.28,6,9,new,young,medio
7494704,23,5,M,2,47313.31,6,9,new,young,medio
7494866,60,9,F,3,153911.69,2,5,new,old,alto
7494942,36,14,F,2,193958.98,2,5,long_tenure,middle,alto
7495084,68,19,U,3,236717.0,5,8,long_tenure,old,alto
7495289,39,6,U,2,27333.5,3,6,new,middle,bajo
7495294,45,22,F,2,75532.33,3,6,long_tenure,middle,medio
7495299,25,4,U,2,31397.44,2,5,new,young,bajo
7495325,50,10,M,2,257354.53,1,4,long_tenure,middle,alto
7495470,55,10,M,3,167884.13,1,4,long_tenure,middle,alto
7495691,70,15,U,2,45234.84,5,8,long_tenure,old,medio
7496027,46,6,U,2,95273.33,3,6,new,middle,medio
7496077,38,13,M,2,79370.64,6,9,long_tenure,middle,medio
7496608,56,24,F,3,619273.8400000001,2,5,long_tenure,middle,alto
7496689,54,4,U,2,36907.2,3,6,new,middle,bajo
7496721,30,6,U,2,27720.98,0,3,new,young,bajo
7496803,34,15,F,2,30817.22,1,4,long_tenure,middle,bajo
7497113,24,7,U,2,40745.21,5,8,new,young,medio
7497330,52,23,M,4,1023406.92,5,8,long_tenure,middle,alto
7497388,51,15,M,2,60345.79,6,9,long_tenure,middle,medio
7497398,39,5,M,2,24418.37,2,5,new,middle,bajo
7498309,44,8,U,2,48219.99,3,6,new,middle,medio
7498356,46,20,M,2,93540.77,0,3,long_tenure,middle,medio
7498432,26,10,M,2,59383.32,0,3,long_tenure,young,medio
7498791,27,5,U,2,36760.64,1,4,new,young,bajo
7498991,22,4,U,2,32849.64,6,9,new,young,bajo
7499381,24,7,U,2,41394.35,4,7,new,young,medio
7499638,53,17,F,3,271331.44,2,5,long_tenure,middle,alto
7500270,56,31,F,2,28166.5,5,8,long_tenure,middle,bajo
7500793,44,6,U,4,76544.43,2,5,new,middle,medio
7501406,21,3,U,2,40670.39,2,5,new,young,medio
7501408,40,16,M,2,84963.47,2,5,long_tenure,middle,medio
7501437,65,7,U,2,71870.81,1,4,new,old,medio
7501737,38,9,M,2,100722.69,2,5,new,middle,medio
7501794,50,13,M,2,154097.41,3,6,long_tenure,middle,alto
7501817,65,24,M,2,224701.9,0,3,long_tenure,old,alto
7501883,41,6,U,2,74515.87,0,3,new,middle,medio
7502159,64,6,U,2,119767.52,6,9,new,old,medio
7502474,34,15,F,2,86964.23,3,6,long_tenure,middle,medio
7502502,55,14,F,2,42080.28999999999,4,7,long_tenure,middle,medio
7503479,39,17,M,5,809369.36,6,9,long_tenure,middle,alto
7503894,33,8,M,3,274720.09,2,5,new,middle,alto
7504273,26,5,U,2,57585.11,6,9,new,young,medio
7504367,40,20,M,2,131815.74,1,4,long_tenure,middle,medio
7504425,49,5,F,2,68160.93,0,3,new,middle,medio
7504835,23,6,U,3,38242.21,4,7,new,young,medio
7505034,50,5,U,2,32685.85,4,7,new,middle,bajo
7505356,80,16,F,2,37468.62,4,7,long_tenure,old,bajo
7505509,67,11,F,2,97418.47,4,7,long_tenure,old,medio
7505803,40,15,M,2,53181.03999999999,6,9,long_tenure,middle,medio
7505821,57,7,U,2,24765.06,6,9,new,middle,bajo
7506104,40,15,F,2,56645.57,2,5,long_tenure,middle,medio
7506131,72,10,F,2,281616.58,5,8,long_tenure,old,alto
7506303,32,12,F,2,55748.39,6,9,long_tenure,young,medio
7506390,46,9,F,2,32794.05,2,5,new,middle,bajo
7506521,44,15,F,2,31148.95,0,3,long_tenure,middle,bajo
7506646,52,15,M,2,65360.47,4,7,long_tenure,middle,medio
7506682,24,5,U,2,36072.02,2,5,new,young,bajo
7507111,26,5,U,3,64305.4,6,9,new,young,medio
7507388,21,4,U,3,54318.52,5,8,new,young,medio
7507433,26,9,F,2,27424.46,0,4,new,young,bajo
7507445,61,17,F,2,23887.27,6,9,long_tenure,old,bajo
7507544,41,5,M,2,276795.81,0,3,new,middle,alto
7507623,66,21,M,2,68031.03,0,3,long_tenure,old,medio
7508143,67,13,M,2,47983.49,3,6,long_tenure,old,medio
7508315,59,11,F,2,119907.08,6,9,long_tenure,middle,medio
7508590,70,11,F,2,124053.53,0,3,long_tenure,old,medio
7508711,53,9,M,2,23909.74,1,4,new,middle,bajo
7508773,47,12,F,2,406854.63,1,4,long_tenure,middle,alto
7508843,29,5,U,4,219835.91,6,9,new,young,alto
7508908,51,9,F,2,111685.43,1,4,new,middle,medio
7509627,53,9,F,2,66262.98999999999,3,6,new,middle,medio
7509628,64,14,F,2,29238.71,2,5,long_tenure,old,bajo
7509897,90,23,M,2,77542.76,5,8,long_tenure,old,medio
7509925,37,12,F,2,24268.77,0,3,long_tenure,middle,bajo
7510127,39,24,F,2,31865.87,3,6,long_tenure,middle,bajo
7510591,64,8,M,2,26430.91,3,6,new,old,bajo
7510601,28,8,U,2,38579.44,3,6,new,young,medio
7510649,26,16,F,2,52879.52,2,5,long_tenure,young,medio
7510694,56,11,F,2,27957.61,0,3,long_tenure,middle,bajo
7510705,31,6,U,3,118160.6,4,7,new,young,medio
7510784,68,16,M,2,210074.41,0,3,long_tenure,old,alto
7510930,24,19,F,2,24540.22,0,3,long_tenure,young,bajo
7511012,52,4,U,2,41797.75,0,3,new,middle,medio
7511167,62,9,M,2,453602.38,1,4,new,old,alto
7511255,51,11,F,2,33601.509999999995,0,3,long_tenure,middle,bajo
7511344,80,21,F,3,247248.44,4,8,long_tenure,old,alto
7511367,31,10,F,2,32286.72,1,4,long_tenure,young,bajo
7511477,49,20,F,2,63313.26,5,8,long_tenure,middle,medio
7511654,51,6,U,2,58874.31,2,5,new,middle,medio
7511703,51,15,M,2,31772.87,3,6,long_tenure,middle,bajo
7511753,42,14,F,2,256153.18,6,9,long_tenure,middle,alto
7511755,23,5,U,2,33120.66,2,5,new,young,bajo
7512056,61,13,F,2,40083.27,2,5,long_tenure,old,medio
7512247,61,11,M,3,359530.03,6,9,long_tenure,old,alto
7512282,82,7,U,2,25391.65,0,3,new,old,bajo
7512367,30,12,U,2,31587.88,2,5,long_tenure,young,bajo
7512585,56,5,U,2,54317.69,3,6,new,middle,medio
7512804,43,16,F,2,23805.89,0,3,long_tenure,middle,bajo
7512833,28,18,U,2,51970.78,2,5,long_tenure,young,medio
7513572,26,4,U,2,46052.16,1,4,new,young,medio
7513678,25,8,F,3,79830.9,3,6,new,young,medio
7514622,36,8,U,2,62533.94,1,4,new,middle,medio
7514780,45,17,M,3,530186.52,4,7,long_tenure,middle,alto
7514987,64,11,F,2,29827.48,3,6,long_tenure,old,bajo
7515052,44,4,U,2,437426.12,0,3,new,middle,alto
7515310,52,24,F,4,90730.25,0,3,long_tenure,middle,medio
7515443,44,13,M,2,58258.65,6,9,long_tenure,middle,medio
7516076,40,9,F,2,41638.73,2,5,new,middle,medio
7516259,35,7,U,2,34387.79,3,6,new,middle,bajo
7516737,22,4,U,2,34305.24,6,9,new,young,bajo
7516764,55,23,U,2,28809.4,4,7,long_tenure,middle,bajo
7516827,64,19,F,2,85104.79000000001,3,6,long_tenure,old,medio
7516880,32,8,U,3,102982.19,6,9,new,young,medio
7517296,50,11,M,2,212170.95,4,7,long_tenure,middle,alto
7517398,61,17,M,4,41898.62,6,9,long_tenure,old,medio
7517412,64,29,F,2,26926.26,2,5,long_tenure,old,bajo
7517429,53,21,U,2,96064.75,3,6,long_tenure,middle,medio
7517800,50,13,F,2,157054.81,1,4,long_tenure,middle,alto
7517802,30,20,F,2,37253.87,2,5,long_tenure,young,bajo
7518013,52,20,M,2,60140.69,4,7,long_tenure,middle,medio
7518703,28,4,U,2,53264.96,0,3,new,young,medio
7518844,55,7,U,3,76541.33,1,4,new,middle,medio
7519157,53,11,M,2,43989.78999999999,2,5,long_tenure,middle,medio
7519532,44,4,U,2,36124.76,3,6,new,middle,bajo
7519549,64,17,M,2,73118.64,4,7,long_tenure,old,medio
7520125,41,2,F,4,434005.34,6,9,new,middle,alto
7520214,51,11,U,2,39370.1,0,3,long_tenure,middle,medio
7520488,37,10,U,2,28647.7,0,3,long_tenure,middle,bajo
7520504,60,15,F,2,122181.47,3,6,long_tenure,old,medio
7520598,31,10,M,2,35194.32,6,9,long_tenure,young,bajo
7521207,70,14,F,2,198599.66,2,6,long_tenure,old,alto
7521214,66,26,F,2,311415.36,1,4,long_tenure,old,alto
7521289,24,23,M,2,27919.35,3,6,long_tenure,young,bajo
7521309,47,21,M,2,45132.87,6,9,long_tenure,middle,medio
7521632,49,6,F,2,186120.63,6,9,new,middle,alto
7521788,51,30,M,2,87757.78,5,8,long_tenure,middle,medio
7521803,44,28,M,3,39146.34,2,5,long_tenure,middle,medio
7522017,50,16,M,2,231826.68,5,8,long_tenure,middle,alto
7522380,82,16,M,2,96342.92,6,9,long_tenure,old,medio
7522558,51,19,U,3,45491.03999999999,2,5,long_tenure,middle,medio
7522784,35,14,M,2,42798.13,4,7,long_tenure,middle,medio
7523181,39,5,U,3,81254.01999999999,5,8,new,middle,medio
7523200,29,9,F,2,82772.68,6,9,new,young,medio
7523205,37,5,F,2,36797.43,1,4,new,middle,bajo
7523230,73,13,F,2,221765.49,2,5,long_tenure,old,alto
7523598,47,12,M,3,54004.99,1,4,long_tenure,middle,medio
7523834,55,16,F,2,42529.4,6,9,long_tenure,middle,medio
7524315,24,6,U,2,27126.82,1,4,new,young,bajo
